idx	env	arm	t	seed	log	cmd
10	tworoom	pair_accept	25	43	logs/rbE_tworoom_pair_accept_t25_seed43.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 43 --cem-seed 43
11	tworoom	pair_blind	25	43	logs/rbE_tworoom_pair_blind_t25_seed43.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 43 --cem-seed 43
12	tworoom	gcidm	25	43	logs/rbE_tworoom_gcidm_t25_seed43.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 43 --cem-seed 43
13	tworoom	random	25	43	logs/rbE_tworoom_random_t25_seed43.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 43 --cem-seed 43
14	tworoom	flat_rh2	25	44	logs/rbE_tworoom_flat_rh2_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
15	tworoom	flat_rh5	25	44	logs/rbE_tworoom_flat_rh5_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
16	tworoom	pair_every	25	44	logs/rbE_tworoom_pair_every_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
17	tworoom	pair_accept	25	44	logs/rbE_tworoom_pair_accept_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
18	tworoom	pair_blind	25	44	logs/rbE_tworoom_pair_blind_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
19	tworoom	gcidm	25	44	logs/rbE_tworoom_gcidm_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
20	tworoom	random	25	44	logs/rbE_tworoom_random_t25_seed44.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 44 --cem-seed 44
21	tworoom	flat_rh2	25	45	logs/rbE_tworoom_flat_rh2_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
22	tworoom	flat_rh5	25	45	logs/rbE_tworoom_flat_rh5_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
23	tworoom	pair_every	25	45	logs/rbE_tworoom_pair_every_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
24	tworoom	pair_accept	25	45	logs/rbE_tworoom_pair_accept_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
25	tworoom	pair_blind	25	45	logs/rbE_tworoom_pair_blind_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
26	tworoom	gcidm	25	45	logs/rbE_tworoom_gcidm_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
27	tworoom	random	25	45	logs/rbE_tworoom_random_t25_seed45.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 45 --cem-seed 45
28	tworoom	flat_rh2	25	46	logs/rbE_tworoom_flat_rh2_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
29	tworoom	flat_rh5	25	46	logs/rbE_tworoom_flat_rh5_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
30	tworoom	pair_every	25	46	logs/rbE_tworoom_pair_every_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
31	tworoom	pair_accept	25	46	logs/rbE_tworoom_pair_accept_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
32	tworoom	pair_blind	25	46	logs/rbE_tworoom_pair_blind_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
33	tworoom	gcidm	25	46	logs/rbE_tworoom_gcidm_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
34	tworoom	random	25	46	logs/rbE_tworoom_random_t25_seed46.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 46 --cem-seed 46
35	tworoom	flat_rh2	25	47	logs/rbE_tworoom_flat_rh2_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
36	tworoom	flat_rh5	25	47	logs/rbE_tworoom_flat_rh5_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
37	tworoom	pair_every	25	47	logs/rbE_tworoom_pair_every_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
38	tworoom	pair_accept	25	47	logs/rbE_tworoom_pair_accept_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
39	tworoom	pair_blind	25	47	logs/rbE_tworoom_pair_blind_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
40	tworoom	gcidm	25	47	logs/rbE_tworoom_gcidm_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
41	tworoom	random	25	47	logs/rbE_tworoom_random_t25_seed47.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 47 --cem-seed 47
42	tworoom	flat_rh2	25	48	logs/rbE_tworoom_flat_rh2_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
43	tworoom	flat_rh5	25	48	logs/rbE_tworoom_flat_rh5_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
44	tworoom	pair_every	25	48	logs/rbE_tworoom_pair_every_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
45	tworoom	pair_accept	25	48	logs/rbE_tworoom_pair_accept_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
46	tworoom	pair_blind	25	48	logs/rbE_tworoom_pair_blind_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
47	tworoom	gcidm	25	48	logs/rbE_tworoom_gcidm_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
48	tworoom	random	25	48	logs/rbE_tworoom_random_t25_seed48.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 48 --cem-seed 48
49	tworoom	flat_rh2	25	49	logs/rbE_tworoom_flat_rh2_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
50	tworoom	flat_rh5	25	49	logs/rbE_tworoom_flat_rh5_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
51	tworoom	pair_every	25	49	logs/rbE_tworoom_pair_every_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
52	tworoom	pair_accept	25	49	logs/rbE_tworoom_pair_accept_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
53	tworoom	pair_blind	25	49	logs/rbE_tworoom_pair_blind_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
54	tworoom	gcidm	25	49	logs/rbE_tworoom_gcidm_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h50.pt --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
55	tworoom	random	25	49	logs/rbE_tworoom_random_t25_seed49.log	python -m surveyor.envs.tworoom.eval --subgoal random --mode long --goal-offset 25 --eval-budget 50 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 49 --cem-seed 49
56	tworoom	flat_rh2	50	42	logs/rbE_tworoom_flat_rh2_t50_seed42.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 2 --mode long --goal-offset 50 --eval-budget 100 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 42 --cem-seed 42
57	tworoom	flat_rh5	50	42	logs/rbE_tworoom_flat_rh5_t50_seed42.log	python -m surveyor.envs.tworoom.eval --subgoal flat --receding-horizon 5 --mode long --goal-offset 50 --eval-budget 100 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 42 --cem-seed 42
58	tworoom	pair_every	50	42	logs/rbE_tworoom_pair_every_t50_seed42.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.0 --receding-horizon 2 --mode long --goal-offset 50 --eval-budget 100 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 42 --cem-seed 42
59	tworoom	pair_accept	50	42	logs/rbE_tworoom_pair_accept_t50_seed42.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 0.098 --receding-horizon 2 --mode long --goal-offset 50 --eval-budget 100 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 42 --cem-seed 42
60	tworoom	pair_blind	50	42	logs/rbE_tworoom_pair_blind_t50_seed42.log	python -m surveyor.envs.tworoom.eval --subgoal paired+surveyor --gdm-ckpt gdm_tworoom_s10_gc_paired_e400v.pt --gdm-steps 50 --accept-tau 999 --receding-horizon 2 --mode long --goal-offset 50 --eval-budget 100 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 42 --cem-seed 42
61	tworoom	gcidm	50	42	logs/rbE_tworoom_gcidm_t50_seed42.log	python -m surveyor.envs.tworoom.eval --subgoal gcidm --gcidm-ckpt gcidm_tworoom_h100.pt --mode long --goal-offset 50 --eval-budget 100 --h5 "$DATA/tworoom.h5" --source pretrained --encoder-id quentinll/lewm-tworooms --device cuda --eval-filter none --episode-min 4000 --goal-from-proprio --num-eval 64 --seed 42 --cem-seed 42
