idx	env	arm	t	seed	log	cmd
10	cube	gcevery_off_s456	25	42	logs/rbI_cube_gcevery_off_s456_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
11	cube	gcblind_off_s456	25	42	logs/rbI_cube_gcblind_off_s456_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
12	cube	gcrouter_off_s42	25	42	logs/rbI_cube_gcrouter_off_s42_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
13	cube	leflow	25	42	logs/rbI_cube_leflow_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal leflow --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --leflow-receding 25 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
14	cube	leflow_rh10	25	42	logs/rbI_cube_leflow_rh10_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal leflow --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --leflow-receding 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
15	cube	leflow_every	25	42	logs/rbI_cube_leflow_every_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
16	cube	leflow_accept	25	42	logs/rbI_cube_leflow_accept_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
17	cube	leflow_blind	25	42	logs/rbI_cube_leflow_blind_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
18	cube	leflow_router	25	42	logs/rbI_cube_leflow_router_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episode-min 8000
19	cube	gcidm_off_s42	25	43	logs/rbI_cube_gcidm_off_s42_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm --gcidm-ckpt gcidm_official_cube_h50_s42.pt --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
20	cube	gcsurv_off_s42	25	43	logs/rbI_cube_gcsurv_off_s42_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --goal-gate --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
21	cube	gcevery_off_s42	25	43	logs/rbI_cube_gcevery_off_s42_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
22	cube	gcblind_off_s42	25	43	logs/rbI_cube_gcblind_off_s42_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
23	cube	gcidm_off_s123	25	43	logs/rbI_cube_gcidm_off_s123_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm --gcidm-ckpt gcidm_official_cube_h50_s123.pt --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
24	cube	gcsurv_off_s123	25	43	logs/rbI_cube_gcsurv_off_s123_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s123.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --goal-gate --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
25	cube	gcevery_off_s123	25	43	logs/rbI_cube_gcevery_off_s123_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s123.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
26	cube	gcblind_off_s123	25	43	logs/rbI_cube_gcblind_off_s123_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s123.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
27	cube	gcidm_off_s456	25	43	logs/rbI_cube_gcidm_off_s456_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm --gcidm-ckpt gcidm_official_cube_h50_s456.pt --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
28	cube	gcsurv_off_s456	25	43	logs/rbI_cube_gcsurv_off_s456_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --goal-gate --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
29	cube	gcevery_off_s456	25	43	logs/rbI_cube_gcevery_off_s456_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
30	cube	gcblind_off_s456	25	43	logs/rbI_cube_gcblind_off_s456_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
31	cube	gcrouter_off_s42	25	43	logs/rbI_cube_gcrouter_off_s42_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
32	cube	leflow	25	43	logs/rbI_cube_leflow_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal leflow --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --leflow-receding 25 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
33	cube	leflow_rh10	25	43	logs/rbI_cube_leflow_rh10_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal leflow --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --leflow-receding 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
34	cube	leflow_every	25	43	logs/rbI_cube_leflow_every_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
35	cube	leflow_accept	25	43	logs/rbI_cube_leflow_accept_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
36	cube	leflow_blind	25	43	logs/rbI_cube_leflow_blind_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
37	cube	leflow_router	25	43	logs/rbI_cube_leflow_router_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episode-min 8000
38	cube	gcidm_off_s42	25	44	logs/rbI_cube_gcidm_off_s42_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm --gcidm-ckpt gcidm_official_cube_h50_s42.pt --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
39	cube	gcsurv_off_s42	25	44	logs/rbI_cube_gcsurv_off_s42_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --goal-gate --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
40	cube	gcevery_off_s42	25	44	logs/rbI_cube_gcevery_off_s42_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
41	cube	gcblind_off_s42	25	44	logs/rbI_cube_gcblind_off_s42_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
42	cube	gcidm_off_s123	25	44	logs/rbI_cube_gcidm_off_s123_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm --gcidm-ckpt gcidm_official_cube_h50_s123.pt --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
43	cube	gcsurv_off_s123	25	44	logs/rbI_cube_gcsurv_off_s123_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s123.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --goal-gate --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
44	cube	gcevery_off_s123	25	44	logs/rbI_cube_gcevery_off_s123_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s123.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
45	cube	gcblind_off_s123	25	44	logs/rbI_cube_gcblind_off_s123_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s123.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
46	cube	gcidm_off_s456	25	44	logs/rbI_cube_gcidm_off_s456_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm --gcidm-ckpt gcidm_official_cube_h50_s456.pt --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
47	cube	gcsurv_off_s456	25	44	logs/rbI_cube_gcsurv_off_s456_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --goal-gate --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
48	cube	gcevery_off_s456	25	44	logs/rbI_cube_gcevery_off_s456_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
49	cube	gcblind_off_s456	25	44	logs/rbI_cube_gcblind_off_s456_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s456.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
50	cube	gcrouter_off_s42	25	44	logs/rbI_cube_gcrouter_off_s42_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_official_cube_h50_s42.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
51	cube	leflow	25	44	logs/rbI_cube_leflow_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal leflow --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --leflow-receding 25 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
52	cube	leflow_rh10	25	44	logs/rbI_cube_leflow_rh10_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal leflow --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --leflow-receding 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
53	cube	leflow_every	25	44	logs/rbI_cube_leflow_every_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.0 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
54	cube	leflow_accept	25	44	logs/rbI_cube_leflow_accept_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
55	cube	leflow_blind	25	44	logs/rbI_cube_leflow_blind_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 999 --sg-steps 10 --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
56	cube	leflow_router	25	44	logs/rbI_cube_leflow_router_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal leflow+surveyor --leflow-ckpt leflow/cube/latent_planner.pt --leflow-stats leflow/cube/action_stats.json --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.20 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --start final --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episode-min 8000
